эффективная_цена	остаток_уточненный	разница_к_прайсу_%	статус_цены	стоимости_абонементов	скидки_абонементов	комментарий_проверки_цены	abonement_ids
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3144aea3-b44a-5f88-9351-6a2132e51cb1
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9c540941-ca94-42ab-929e-6a2133275e49
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	85d64685-e24a-2611-de4c-69f3171349ae
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3732d1d8-0780-8573-b9ca-6a0c61331bcf
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	89c6804f-926a-fac5-6293-6a0d76820f7b
114000	0	0	оплачено со скидкой/ранним бронированием	114000.0	-27000.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	dfd1aac6-5193-aa00-f2eb-6a0c4cf90846
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	d23b04ff-972e-ccc3-2dd9-6a141c44c596
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2b7331e4-5050-6267-03ec-6a21504720f5
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	82f1f64a-0e9f-3f25-ce86-6a1d3f9bd66a
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1a3a210d-3d7d-2bba-eb83-6a2130c1e6db
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2a918517-38c7-dfee-f1ca-6a01c9d38073
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3e620ed5-613b-dd50-d0ae-6a1d438d99e0
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	72ec1fbf-7b41-9a25-1194-699f12d92a30
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8414bc05-8a7e-d9d7-284d-69d766a77def
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	30774904-67f7-e4c9-a9c6-6981ea94b3a7
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c18994d1-fa3d-3ee4-e29e-69f06ecad827
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	7d1a0cbd-15af-f4a7-dcdf-69a15ee3ae35
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	687b74bf-a592-3b56-b911-6a159d3f43c9
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	48d489f1-3a0d-20bc-cc57-69e1d828bc2f
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	18dddcf0-828a-3527-4814-6a0d83a4adb3
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	329bf2c0-52c3-1456-e852-6998afb00acb
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ba95996d-804a-4bb6-2162-69d3aedb73f3
79620	0	0.3016	оплачено	79620	7380	Оплата покрывает персональную цену	1adaf977-c9a5-71f6-107c-6a01c4f9dd61
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3b5b0c7d-60d5-0110-5b6c-6967c484aa56
83800	0	0.2649	оплачено	83800	3200	Оплата покрывает персональную цену	3b3ff41c-b1c2-9c62-3bd8-696652db60ed
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	916d5b9e-c9bd-d6ae-43d3-69d61e0efc0c
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	73568e94-59ee-0b4e-eda9-69675a736ed2
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9a0662a3-538f-5862-4620-697cb14da61b
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2c6b968d-3d6d-cb0d-2a30-69f0744a55fe
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	89074207-dd93-226e-9f9b-69ccfd08a75f
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4ec690eb-c6a5-55dd-e271-6a0c48de2499
94620	0	0.17	оплачено со скидкой/ранним бронированием	94620	-7620	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c4c03b4d-9dab-f119-707d-69dcc3fad2c1
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3d8681e5-a36a-d69b-5428-696e1c0563a7
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4f5a19f3-6b07-550b-6b7e-696e1e1c8ce4
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	26296c3c-532e-2a5e-ae82-699edc01637c
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4e91c2a4-c329-6400-1225-6995864e647e
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	47c40fd8-eb82-7f0c-c75a-69d769e337e6
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	44dc2f97-9f05-1763-435a-698394fb59f7
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b600d038-1c64-1b48-bd2e-6a0c5ddf5488
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105.0	-4105.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e91a1f39-3416-9699-9367-697a6b995885
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8b5e9191-b093-2f12-838e-69e129a43b39
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	bffe6730-d5f7-a1a3-b5e9-6a0c5b407f89
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	dae00dda-5427-b95b-5d99-69c26c5a391b
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	5cc9bb5e-32fb-700e-171f-6a21388bcfb5
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	cb532e70-4a37-e9ed-ea77-69675bdcc206
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	aaba11e4-3111-370d-7108-697cb04a05d2
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	94eecae9-ec42-c863-7b4d-69f06d128108
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8a41df5c-7069-bedb-e9e3-69f0719694de
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b3999b23-5db3-45ba-a24d-69708d9b472a
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	d7f3c479-c0df-d75f-8a3f-69a8179e1f5b
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a0da6772-67bc-b18c-83e4-69c3a2443357
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3a19d15d-c71a-dff0-e631-69fb4445b841
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900.0	-8900.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e26b5fae-31fc-a031-a80d-698362e272b7
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	26530d71-a1e8-3ca7-f9d7-69675df9d22d
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	702421ed-eda9-2e79-5a88-69e090b606f7
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	39b1523d-14cb-e1d6-5137-69c267443d63
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	143e9dca-6d8c-8c7b-5b0a-69b13f0a69bb
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1b889c72-5470-4942-9c9c-697a697c9aa9
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8c0c04b0-2b09-7dfa-719d-69a5ad5ce348
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c38e431b-6faf-2303-6040-698c53bba01a
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4c10959d-fcfe-68f4-df91-69f06ccead05
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2a41455c-c3a0-3a70-c88c-69d76add72ed
96900	0	-0.7	оплачено	96900	-9900	Оплата покрывает персональную цену	bbbfce7b-d43a-1645-2ecb-69e0c0ef45da
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	52e1d888-6c19-1a97-eab5-69f073d54148
94620	0	0.17	оплачено со скидкой/ранним бронированием	94620	-7620	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	5df25009-f31e-cb16-3a02-69a81836268b
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	d9ca9d35-34b6-4ab1-7610-69708fae1935
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4e9f54b0-5a81-a2ac-fba0-69e090921195
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	608b42da-06ea-23f1-4379-69e9d8bba32d
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a22cffdd-a261-a245-2118-69b170c85d2b
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	40a32b1a-5b33-06b7-d9a5-69b16fff00e7
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	472f2b44-e026-f876-8dee-699f14430641
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	aa25b869-7f67-07d0-5c48-6a0c5c45b301
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600.0	-15600.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	eafefa67-085b-4d05-c6e9-6a0c5a9292cc
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c0f62a74-5fbb-6073-c8c1-697dccaba8d4
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	230fa3a8-d60f-41f3-f827-69c2657585d0
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9f5213fe-5605-9eb3-4403-69e0c2800c7a
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	d4629ed5-e88f-fbae-7235-69e1dab8f6eb
94620	0	0.17	оплачено со скидкой/ранним бронированием	94620	-7620	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	5d509cd4-6f05-e64c-a5ca-69b13c915611
83800	0	0.2649	оплачено	83800	3200	Оплата покрывает персональную цену	14a91f6b-ebe1-ae3a-5b04-69675f421e2d
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4d6d6c02-d03f-ec20-adc5-699edb6563df
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b4c61fb6-d31b-b7d5-71c4-69e1d9f6c7fb
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3f35007d-71d9-6833-f687-69675ceb8fe3
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c33adc29-9e5c-ee0e-b778-69675a862c00
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8ef3b581-d6f6-acd6-c7b3-69bba872d8f4
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	14ea9e5a-34b1-2a2d-0088-69675ebcf947
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	804349c4-a9ff-4e62-8afd-6a0d768f75b9
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	7fa274d2-62ca-b0e1-3e3a-69e1d784762f
102000	0	0.1053	оплачено со скидкой/ранним бронированием	102000	-15000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	6c6dee04-6a47-32ae-164d-698c53fb0660
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	766eb846-4a44-8b9e-0fbf-69e9cdab988a
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	262ef3e1-ff35-4569-2503-69b13e4df555
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1c3cc72a-5103-b95b-aa50-69d3aba4fc09
91800	0	0.1947	оплачено со скидкой/ранним бронированием	91800	-4800	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1dcc6ab6-608f-6a1a-3458-69a7f62191fe
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	710e5e41-7d02-c77c-26a6-69a817cd2462
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a32c69f1-4e81-8c3b-955a-696759484b47
114000	0	0	оплачено со скидкой/ранним бронированием	114000.0	-27000.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	f19e07b0-1a91-c61a-c320-6a0d82ab4f7c
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	25010da8-cca8-55a4-2956-69b139dba132
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ca2372c7-4aa1-3ee3-a4df-69709031ceb2
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
74727.5	0	-0.0069	оплачено	74727.5	12272.5	Оплата покрывает персональную цену	8193a555-3a5d-bde7-2346-6980829be221
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2a860488-ebe0-1eb1-cf7f-697cb147d101
85405	0	0.2508	оплачено	85405.0	1595.0	Оплата покрывает персональную цену	f37a06e7-7ec2-c0bc-a88b-69675bbfdbeb
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	953b89f9-e256-440b-7c68-69c3a20b002d
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	623ac866-c8af-4d4a-b35d-697a687efe54
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	786864fc-101e-8f01-89b7-69e9ca9a34bd
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	32e1a2b1-43fb-c525-7706-6983675ed4ad
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	395d787f-b517-3a89-6f54-69d76a3e7cd8
30000	0	0.7368	оплачено			Оплата покрывает персональную цену	
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	821f7fa5-7a23-7609-2a7c-6a0dce3e7eba
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	b8e75424-1b9f-1e82-e9c0-69b1701a8bba
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	6a33782b-550e-aa61-f02e-698396a98ff3
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c23d6182-8adc-cd52-3e0a-69a816759e58
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c44c1714-d38b-8329-9b2c-69675a5b81b9
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b724278c-cadf-1dc7-6d19-69bbac972b77
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c67502a8-5824-27a2-22d3-6981f1e675dc
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	ddeb4e15-d546-d658-bef2-696758255e13
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	28ab6a30-35b2-9951-9c0a-69675e8dd096
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8c3fd701-e05c-c393-82cf-69cd0219b4a6
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	24925d0d-7da8-7ed3-1923-698392cfa675
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a70a3afb-cae9-a2a7-cae4-69d774118d55
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	59696830-8c23-aad1-f639-69d774bbf59b
79610	0	0.3017	оплачено	79610	7390	Оплата покрывает персональную цену	82d88a3e-6ee1-7972-f9fa-69787ec8169c
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e4cf732e-c249-1ca3-f62a-69a81b6b0334
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ca33cc1f-e4ae-1bcc-9d9b-699ecfa096bc
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	5bfe55ac-0e73-5b13-d290-69ccfc565e4f
94620	0	0.17	оплачено со скидкой/ранним бронированием	94620	-7620	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a4d1185e-b8aa-0550-6da1-69a81892f5a3
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9973ef34-6297-e75d-a802-69e0c0935826
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1934739e-bf4a-28e4-fd2c-69a81b9df0ae
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4e51958c-bfb1-447b-99d0-69839077ea39
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8d7c03b9-fc4c-cbdf-07c8-6a0c60d93eff
89640	0	0.2137	оплачено со скидкой/ранним бронированием	89640	-2640	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3c7d53ae-5d59-564a-6ed7-69a7eaeac962
114000	0	-0.5	оплачено	114000	-27000	Оплата покрывает персональную цену	36c361d9-59b5-35b8-8323-69e8c3f1967b
83800	0	0.2649	оплачено	83800	3200	Оплата покрывает персональную цену	d591fa5e-1f89-f53d-1dd7-69675d6fdca2
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	77b5db65-d436-ea27-298c-69f075d841a9
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	8b7a052d-7b49-74c1-ee11-69cbbb524148
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	351073d8-b253-613d-1e29-69675dfa3445
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ba634474-7808-0922-6cc3-6981ebc4b529
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1895c2fd-e5e5-f719-9dd8-698391581ecb
89600	0	0.214	оплачено со скидкой/ранним бронированием	89600	-2600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ca2c9fd3-663c-91be-1f97-69a7eafa5ade
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	36a539b6-53ee-b90c-97a8-69f2fff7ae8f
102000	0	0.1053	оплачено со скидкой/ранним бронированием	102000.0	-15000.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e4f4c608-7c87-bc81-8853-699ecc2eab36
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	318fe109-3b6d-2084-92bf-69e9cde8d0c0
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b2fd3b49-b495-5a9f-0e11-6a01c448bb8a
83800	0	0.2649	оплачено	83800.0	3200.0	Оплата покрывает персональную цену	ed90b96f-de5d-3a65-4f8f-699d8ab0ec26
96900	0	0.15	оплачено со скидкой/ранним бронированием	96900	-9900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2a420157-c1c9-1943-2753-69a7f2d25bd4
94600	0	0.1702	оплачено со скидкой/ранним бронированием	94600	-7600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2a80c5e5-1d75-86ec-37c7-69e1d7b391ae
